ID,Frase_PT,Frase_IT,Score
504,"504. Mesmo que esteja cansado, você deve terminar o trabalho até esta noite.","504. Anche se sei stanco, devi finire il lavoro entro stasera.",0
505,505. Preciso de alguém que possa me ouvir sem julgar.,505. Ho bisogno di qualcuno che possa ascoltarmi senza giudicare.,0
506,506. Esta é uma das muitas experiências que mudaram minha vida.,506. Questa è una delle tante esperienze che mi hanno cambiato la vita.,0
507,507. Você realmente acredita que ele disse a verdade?,507. Davvero credi che lui abbia detto la verità?,0
508,508. Ela não quer sair porque está se sentindo mal há alguns dias.,508. Lei non vuole uscire perché si sente male da qualche giorno.,0
509,509. Eu sei que você não fez nada de errado.,509. Io so che tu non hai fatto niente di sbagliato.,0
510,"510. Senhor, o senhor quer que eu lhe mostre o caminho para o centro?","510. Signore, vuole che le mostri la strada per il centro?",0
511,511. Dissemos a todos que a festa foi cancelada.,511. Abbiamo detto a tutti che la festa è stata cancellata.,0
512,512. Pode me explicar melhor o que você quis dizer com aquela frase?,512. Puoi spiegarmi meglio cosa intendevi con quella frase?,0
513,"513. Não preciso de nada, obrigado, estou bem assim.","513. Non mi serve niente, grazie, sto bene così.",0
514,514. Quem moveu os documentos que estavam ali na mesa?,514. Chi ha spostato i documenti che erano lì sul tavolo?,0
515,"515. Claro, se você precisar de ajuda, posso ir com você.","515. Certo, se hai bisogno di aiuto, posso venire con te.",0
516,516. É uma situação em que devemos agir com muito cuidado.,516. È una situazione in cui dobbiamo agire con molta attenzione.,0
517,517. Não há nenhuma razão para nos preocuparmos.,517. Non c'è nessuna ragione per cui dovremmo preoccuparci.,0
518,"518. Por favor, senhora, acomode-se em nossa sala de espera.","518. Prego, signora, si accomodi pure nella nostra sala d'attesa.",0
519,"519. Decidimos partir em outro momento, talvez amanhã.","519. Abbiamo deciso di partire in un altro momento, forse domani.",0
520,520. Quero que você entenda o quanto é importante para mim.,520. Voglio che tu capisca quanto sei importante per me.,0
521,521. Seu pai me disse que você vai para o exterior.,521. Tuo padre mi ha detto che partirai per l’estero.,0
522,522. Quantos anos você tem? Eu tenho trinta e cinco.,522. Quanti anni hai? Io ne ho trentacinque.,0
523,"523. Se não me engano, vocês falaram sobre isso também na semana passada.","523. Se non sbaglio, avete parlato di questo anche la scorsa settimana.",0
524,"524. Oh, ei, mas olha só quem aparece! Como vai?","524. Oh, ehi, ma guarda chi si vede! Come stai?",0
525,"525. Não é culpa de ninguém, foi apenas um mal-entendido.","525. Non è colpa di nessuno, è stato solo un malinteso.",0
526,"526. Eu não posso aceitar uma resposta desse tipo, desculpe.","526. Io non posso accettare una risposta del genere, mi dispiace.",0
527,"527. Você é sempre tão prestativo, muito obrigado.","527. Tu sei sempre così disponibile, grazie davvero.",0
528,528. Quer vir conosco ao cinema hoje à noite?,528. Vuoi venire con noi al cinema stasera?,0
529,529. Devo admitir que essa ideia é realmente interessante.,529. Devo ammettere che questa idea è davvero interessante.,0
530,530. Ela disse que vai pensar e nos avisar.,530. Lei ha detto che ci penserà e ci farà sapere.,0
531,"531. Olá, vou lhe apresentar uma certa Paola, ela trabalha conosco.","531. Ciao, ti presento una certa Paola, lavora con noi.",0
532,532. Por que você não me disse antes que estava na cidade?,532. Perché non mi hai detto prima che eri in città?,0
533,"533. Se estiver chovendo, é melhor ficar em casa.","533. Se sta piovendo, meglio rimanere a casa.",0
534,"534. Nunca ouvi nada parecido, é incrível!","534. Non ho mai sentito nulla del genere, è incredibile!",0
535,535. Conhecemos outras pessoas muito gentis durante a viagem.,535. Abbiamo conosciuto altre persone molto gentili durante il viaggio.,0
536,"536. Esta é uma decisão que cabe a vocês, não a nós.","536. Questa è una decisione che spetta a voi, non a noi.",0
537,537. Gostaria de encontrar uma maneira de resolver esta situação.,537. Vorrei trovare un modo per sistemare questa situazione.,0
538,538. Estamos muito felizes que você tenha vindo nos visitar.,538. Siamo molto felici che tu sia venuto a trovarci.,0
539,"539. Não é o momento certo, falaremos sobre isso outra hora.","539. Non è il momento giusto, ne parleremo un'altra volta.",0
540,540. Eu acredito que é importante ouvir todas as opiniões.,540. Io credo che sia importante ascoltare tutte le opinioni.,0
541,541. Tome cuidado ao atravessar a rua.,541. Stai attento quando attraversi la strada.,0
542,542. Ele me disse que partiu sem se despedir de ninguém.,542. Lui mi ha detto di essere partito senza salutare nessuno.,0
543,543. Há algo de errado no que você disse.,543. C'è qualcosa che non va in quello che hai detto.,0
544,544. Aqui está o documento que você deve assinar até hoje.,544. Ecco il documento che devi firmare entro oggi.,0
545,"545. Sim, me lembro bem daquele dia, foi especial.","545. Sì, mi ricordo bene quel giorno, è stato speciale.",0
546,546. Seu filho fez muitos progressos este ano.,546. Vostro figlio ha fatto molti progressi quest’anno.,0
547,"547. Vamos, não fique assim, tudo vai se resolver!","547. Dai, non fare così, tutto si risolverà!",0
548,548. O professor nos explicou a lição de forma muito clara.,548. Il professore ci ha spiegato la lezione in modo molto chiaro.,0
549,549. Esses comportamentos não são aceitáveis nesta escola.,549. Tali comportamenti non sono accettabili in questa scuola.,0
550,"550. Quando preciso relaxar, fico com minha família.","550. Quando ho bisogno di relax, sto con la mia famiglia.",0
